0,neg,neu,pos,
#\u0636\u062d\u0643,0,1,0,
#25,0,1,0,
#23,0,1,0,
#100,0,1,0,
#10,0,1,0,
zo,0,1,0,
yu,0,1,0,
you'd,0,1,0,
yesterday's,0,1,0,
xbox,0,1,0,
writing,0,1,0,
works,0,1,0,
wind,0,1,0,
website,0,1,0,
waste,1,0,0,
warning,1,0,0,
walked,0,1,0,
volta,0,1,0,
viene,0,1,0,
vais,0,1,0,
ultima,0,1,0,
tutto,0,1,0,
trouble,1,0,0,
treats,0,1,0,
trapped,1,0,0,
trabalhar,0,1,0,
tita,0,1,0,
tip,0,1,0,
tiburones,0,1,0,
thru,0,1,0,
tha,0,1,0,
tgif,0,0,1,
texas,0,1,0,
teachers,0,1,0,
tap,0,1,0,
t_t,0,1,0,
swollen,0,1,0,
sugar,0,1,0,
stick,0,1,0,
sta,0,1,0,
sound,0,1,0,
sorrir,0,1,0,
soda,0,1,0,
social,0,1,0,
siento,0,1,0,
shoe,0,1,0,
shift,0,1,0,
shape,0,1,0,
sexta,0,1,0,
selling,0,1,0,
search,0,1,0,
sarah,0,1,0,
sandy,0,1,0,
retour,0,1,0,
result,0,1,0,
reminder,0,1,0,
remembering,0,1,0,
regram,0,1,0,
regalos,0,1,0,
quit,0,1,0,
queria,0,1,0,
puts,0,1,0,
puppies,0,1,0,
pulled,0,1,0,
profile,0,1,0,
possible,0,1,0,
porto,0,1,0,
poem,0,1,0,
plans,0,1,0,
pi\u00f9,0,1,0,
philip,0,1,0,
perfection,0,0,1,
peeps,0,1,0,
pasar,0,1,0,
parque,0,1,0,
parab\u00e9ns,0,1,0,
painful,1,0,0,
ouch,0,1,0,
orlando,0,1,0,
oreo,0,1,0,
ooo,0,1,0,
ooh,0,1,0,
offer,0,1,0,
oak,0,1,0,
nutella,0,1,0,
nossa,0,1,0,
nap,0,1,0,
nalang,0,1,0,
nak,0,1,0,
musica,0,1,0,
motivo,0,1,0,
molly,0,1,0,
mois,0,1,0,
mins,0,1,0,
midnight,0,1,0,
melbourne,0,1,0,
mate,0,1,0,
matching,0,1,0,
matan,0,1,0,
mario,0,1,0,
mam,0,1,0,
mala,0,1,0,
major,0,1,0,
magazine,0,1,0,
lyrics,0,1,0,
luz,0,1,0,
llegar,0,1,0,
listo,0,1,0,
lista,0,1,0,
link,0,1,0,
lines,0,1,0,
legend,0,1,0,
labor,0,1,0,
kuya,0,1,0,
kasi,0,1,0,
jobs,0,1,0,
jacket,0,1,0,
injured,1,0,0,
ily,0,0,1,
hunger,1,0,0,
humans,0,1,0,
horses,0,1,0,
hoodie,0,1,0,
hollywood,0,1,0,
hermoso,0,1,0,
gutted,0,1,0,
guest,0,1,0,
guapo,0,1,0,
grazie,0,1,0,
grace,0,0,1,
golden,0,1,0,
gardens,0,1,0,
galau,0,1,0,
french,0,1,0,
fitness,0,0,1,
fireworks,0,1,0,
finishing,0,1,0,
feriado,0,1,0,
female,0,1,0,
famous,0,1,0,
fallen,1,0,0,
excelente,0,1,0,
ex,0,1,0,
escola,0,1,0,
entre,0,1,0,
enjoyed,0,0,1,
empieza,0,1,0,
emo,0,1,0,
email,0,1,0,
effects,0,1,0,
easier,0,0,1,
dito,0,1,0,
disorder,1,0,0,
describes,0,1,0,
demais,0,1,0,
daniel,0,1,0,
dam,0,1,0,
dalam,0,1,0,
credit,0,0,1,
cowboys,0,1,0,
court,0,1,0,
cos\u00ec,0,1,0,
cos,0,1,0,
cory,0,1,0,
code,0,1,0,
clock,0,1,0,
cleaning,0,1,0,
chegou,0,1,0,
cheesy,0,1,0,
changing,0,1,0,
carnaval,0,1,0,
campus,0,1,0,
cama,0,1,0,
burned,0,1,0,
buddies,0,1,0,
bubble,0,1,0,
brighter,0,0,1,
born,0,1,0,
boring,1,0,0,
bonjour,0,1,0,
bone,0,1,0,
boat,0,1,0,
block,1,0,0,
blind,1,0,0,
blessing,0,0,1,
birth,0,1,0,
binnen,0,1,0,
beyond,0,1,0,
belly,0,1,0,
becuz,0,1,0,
bbq,0,1,0,
bare,0,1,0,
balloon,0,1,0,
bae,0,1,0,
aunque,0,1,0,
artist,0,1,0,
amy,0,1,0,
alex,0,1,0,
alam,0,1,0,
adi\u00f3s,0,1,0,
act,0,1,0,
accept,0,0,1,
\ue105,0,1,0,
\ud83c\udf81,0,1,0,
\uc0c8\ud574,0,1,0,
\ubcf5,0,1,0,
\ubc1b\uc73c\uc138\uc694,0,1,0,
\ub2e4\ub4e4,0,1,0,
\u2229,0,1,0,
\u2018,0,1,0,
\u0e2d\u0e19,0,1,0,
\u0e0a,0,1,0,
\u0e04\u0e27\u0e32\u0e21\u0e2a,0,1,0,
\u043f\u043e,0,1,0,
\u043e\u0447\u0435\u043d\u044c,0,1,0,
\u043e\u043d,0,1,0,
\u043b\u0435\u0442\u043e,0,1,0,
\u0437\u0430,0,1,0,
\u0434\u043e\u043c,0,1,0,
@zaynmalik,0,1,0,
@thalia,0,1,0,
@louis_tomlinson,0,1,0,
@ipostsadbitches,0,1,0,
@footyjokesid,0,1,0,
@dogrescuetweets,0,1,0,
@ddlovato,0,1,0,
>>>,0,1,0,
,p,0,1,0
:-/,1,0,0,
31,0,1,0,
23,0,1,0,
1er,0,1,0,
#yup,0,1,0,
#yumm,0,1,0,
#yourself,0,1,0,
#writing,0,1,0,
#worldcup,0,1,0,
#woof,0,1,0,
#wolf,0,1,0,
#who,0,1,0,
#weight,0,1,0,
#weekends,0,1,0,
#vampire,0,1,0,
#urban,0,1,0,
#united,0,0,1,
#trio,0,1,0,
#tribute,0,1,0,
#toocute,0,1,0,
#todays,0,1,0,
#titanic,0,1,0,
#thirsty,0,1,0,
#technology,0,1,0,
#tags,0,1,0,
#tagforlike,0,1,0,
#swing,0,1,0,
#sweetdreams,0,1,0,
#start,0,1,0,
#st,0,1,0,
#springtime,0,1,0,
#sports,0,1,0,
#south,0,1,0,
#soproud,0,1,0,
#soleil,0,1,0,
#softgrunge,0,1,0,
#snowboard,0,1,0,
#snap,0,1,0,
#sketchbook,0,1,0,
#sj,0,1,0,
#shoutout,0,1,0,
#shark,0,1,0,
#sexta,0,1,0,
#secret,0,1,0,
#seattle,0,1,0,
#say,0,1,0,
#sanfrancisco,0,1,0,
#salute,0,1,0,
#sad\u0131kyakutbenimtemsilcimolamaz,0,1,0,
#rich,0,0,1,
#retriever,0,1,0,
#realshit,0,1,0,
#rad,0,1,0,
#quality,0,1,0,
#purse,0,1,0,
#purpose,0,1,0,
#punk,0,1,0,
#project,0,1,0,
#print,0,1,0,
#prague,0,1,0,
#police,0,1,0,
#planet,0,1,0,
#photoshop,0,1,0,
#penguin,0,1,0,
#peaceandlove,0,1,0,
#palestine,0,1,0,
#painful,1,0,0,
#onepiece,0,1,0,
#olympics,0,1,0,
#oldschool,0,1,0,
#nutrition,0,1,0,
#number,0,0,1,
#noworries,0,1,0,
#nom,0,1,0,
#nolove,0,1,0,
#noel,0,1,0,
#newlife,0,1,0,
#netflix,0,1,0,
#naked,0,1,0,
#mybestfriend,0,1,0,
#mufc,0,1,0,
#motivated,0,0,1,
#mondays,0,1,0,
#modern,0,1,0,
#models,0,1,0,
#missyoualready,0,1,0,
#mint,0,1,0,
#minsk,0,1,0,
#miley,0,1,0,
#message,0,1,0,
#mermaid,0,1,0,
#memorable,0,1,0,
#max,0,1,0,
#mate,0,1,0,
#marvel,0,0,1,
#manhattan,0,1,0,
#mami,0,1,0,
#m\u00e9xico,0,1,0,
#luv,0,1,0,
#lunes,0,1,0,
#lionking,0,1,0,
#like4likes,0,1,0,
#learning,0,1,0,
#law,0,1,0,
#killer,1,0,0,
#june,0,1,0,
#jollibee,0,1,0,
#jamaica,0,1,0,
#ironic,1,0,0,
#instalook,0,1,0,
#instafamous,0,1,0,
#insideout,0,1,0,
#injury,1,0,0,
#incredible,0,1,0,
#iam,0,1,0,
#hurricanesandy,0,1,0,
#human,0,1,0,
#huge,0,0,1,
#horror,1,0,0,
#hollister,0,1,0,
#hola,0,1,0,
#hmm,0,1,0,
#his,0,1,0,
#hiking,0,1,0,
#helpless,1,0,0,
#hellyeah,0,1,0,
#hell,1,0,0,
#heartbreaker,1,0,0,
#hardcore,0,1,0,
#ha,0,0,1,
#growing,0,0,1,
#greysanatomy,0,1,0,
#gracias,0,1,0,
#google,0,1,0,
#golden,0,1,0,
#goinghome,0,1,0,
#godisgood,0,1,0,
#give,0,1,0,
#girlswithtattoos,0,1,0,
#getting,0,1,0,
#funnight,0,1,0,
#friendly,0,0,1,
#foodtrip,0,1,0,
#focused,0,0,1,
#fo,0,1,0,
#flashback,0,1,0,
#fight,1,0,0,
#fds,0,1,0,
#fathers,0,1,0,
#evil,1,0,0,
#equality,0,1,0,
#elegant,0,0,1,
#drums,0,1,0,
#drop,1,0,0,
#dreambig,0,1,0,
#dost,0,1,0,
#disappointment,1,0,0,
#dinosaur,0,1,0,
#dimple,0,1,0,
#different,0,1,0,
#despicableme2,0,1,0,
#despair,1,0,0,
#del,0,1,0,
#deer,0,1,0,
#dear,0,0,1,
#crew,0,1,0,
#crack,0,1,0,
#costarica,0,1,0,
#contest,0,1,0,
#cod,0,1,0,
#classmate,0,1,0,
#cemetery,0,1,0,
#celebrity,0,1,0,
#can't,0,1,0,
#campus,0,1,0,
#campo,0,1,0,
#cairo,0,1,0,
#breaking,0,1,0,
#brazilianboy,0,1,0,
#bowtie,0,1,0,
#birthdayboy,0,1,0,
#biology,0,1,0,
#bicycle,0,1,0,
#beyou,0,1,0,
#beutiful,0,1,0,
#belief,0,1,0,
#beagle,0,1,0,
#bank,0,1,0,
#bands,0,1,0,
#backtoreality,0,1,0,
#aunt,0,1,0,
#ass,1,0,0,
#anonovo,0,1,0,
#amore,0,1,0,
#am,0,1,0,
#almost,0,1,0,
#adventuretime,0,1,0,
#abudhabi,0,1,0,
#abandoned,1,0,0,
#a\u00f1onuevo,0,1,0,
#\u0644\u0648\u0644,0,1,0,
#\u0634\u0645\u0631,0,1,0,
#11,0,1,0,
##ksa,0,1,0,
zijn,0,1,0,
ze,0,1,0,
world's,0,1,0,
worked,0,1,0,
wondering,0,1,0,
wolf,0,1,0,
wins,0,0,1,
winning,0,0,1,
wings,0,1,0,
wifi,0,1,0,
whip,0,1,0,
weight,0,1,0,
weer,0,1,0,
weekends,0,1,0,
warrior,0,1,0,
walang,0,1,0,
wa,0,1,0,
voir,0,1,0,
vive,0,1,0,
visited,0,1,0,
visita,0,1,0,
villa,0,1,0,
victoria,0,1,0,
valley,0,1,0,
ulit,0,1,0,
typical,0,1,0,
type,0,1,0,
ty,0,0,1,
tx,0,0,1,
trust,0,0,1,
tristeza,0,1,0,
trick,1,0,0,
trabajar,0,1,0,
toys,0,1,0,
torn,1,0,0,
tis,0,1,0,
tim,0,1,0,
thousand,0,1,0,
theatre,0,1,0,
thailand,0,1,0,
teen,0,1,0,
tank,0,1,0,
taco,0,1,0,
sweetest,0,1,0,
surf,0,1,0,
suppose,0,1,0,
suddenly,0,1,0,
storm,0,1,0,
status,0,1,0,
standing,0,1,0,
squirrel,0,1,0,
speaking,0,1,0,
spam,1,0,0,
spa,0,1,0,
sonre\u00edr,0,1,0,
snacks,0,1,0,
smoothie,0,1,0,
smells,0,1,0,
ski,0,1,0,
shops,0,1,0,
seymour,0,1,0,
sex,0,1,0,
sera,0,1,0,
semester,0,1,0,
sell,0,1,0,
sedih,0,1,0,
scott,0,1,0,
saber,0,1,0,
robin,0,1,0,
reyes,0,1,0,
report,0,1,0,
remains,0,1,0,
quotestags_app,0,1,0,
quand,0,1,0,
promise,0,0,1,
process,0,1,0,
princesa,0,1,0,
primavera,0,1,0,
pride,0,0,1,
price,0,1,0,
prettiest,0,0,1,
press,0,1,0,
premiere,0,1,0,
premier,0,1,0,
pregnant,0,1,0,
portugal,0,1,0,
pork,0,1,0,
pleasure,0,0,1,
played,0,0,1,
pier,0,1,0,
philippines,0,1,0,
perspective,0,1,0,
perfectly,0,0,1,
perder,0,1,0,
peque\u00f1a,0,1,0,
peanut,0,1,0,
paz,0,1,0,
passion,0,0,1,
partiu,0,1,0,
panda,0,1,0,
pala,0,1,0,
pak,0,1,0,
paint,0,1,0,
original,0,0,1,
oppa,0,1,0,
ontem,0,1,0,
olhar,0,1,0,
oil,0,1,0,
ohio,0,1,0,
nuevos,0,1,0,
nous,0,1,0,
none,0,1,0,
napoli,0,1,0,
naked,0,1,0,
mouse,0,1,0,
mmm,0,1,0,
mix,0,1,0,
minions,0,1,0,
mexican,0,1,0,
mentioned,0,1,0,
mejores,0,1,0,
medicine,0,1,0,
med,0,1,0,
meaning,0,1,0,
mates,0,1,0,
marry,0,1,0,
marathon,0,1,0,
manila,0,1,0,
mamma,0,1,0,
malaysia,0,1,0,
mah,0,1,0,
loads,0,1,0,
lived,0,1,0,
lip,0,1,0,
lion,0,1,0,
lindos,0,1,0,
leader,0,1,0,
large,0,1,0,
kong,0,1,0,
knocked,0,1,0,
kk,0,0,1,
ki,0,1,0,
kept,0,1,0,
juan,0,1,0,
jr,0,1,0,
jelly,0,1,0,
jason,0,1,0,
jam,0,1,0,
jackson,0,1,0,
ive,0,1,0,
italian,0,1,0,
isto,0,1,0,
iron,0,1,0,
irish,0,1,0,
indo,0,1,0,
incredibly,0,1,0,
impossible,0,1,0,
importante,0,1,0,
huhuhu,0,1,0,
hood,0,1,0,
homie,0,1,0,
hometown,0,1,0,
hmm,0,1,0,
hilarious,0,0,1,
highlights,0,1,0,
grass,0,1,0,
grandmother,0,1,0,
govt,0,1,0,
glee,0,0,1,
garage,0,1,0,
fully,0,1,0,
follows,0,1,0,
flip,0,1,0,
filling,0,1,0,
ferry,0,1,0,
fear,1,0,0,
factory,0,1,0,
existe,0,1,0,
everyone's,0,1,0,
events,0,1,0,
estou,0,1,0,
espero,0,1,0,
especial,0,1,0,
esa,0,1,0,
epic,0,1,0,
engagement,0,0,1,
empezar,0,1,0,
elephant,0,1,0,
edition,0,1,0,
echo,0,1,0,
dudes,0,1,0,
download,0,1,0,
doe,0,1,0,
distance,0,1,0,
disneyland,0,1,0,
det,0,1,0,
destination,0,1,0,
delivered,0,1,0,
deck,0,1,0,
dave,0,1,0,
cus,0,1,0,
curls,0,1,0,
cures,0,1,0,
covered,0,1,0,
cook,0,1,0,
conversation,0,1,0,
control,0,1,0,
congratulations,0,0,1,
conference,0,1,0,
comme,0,1,0,
comida,0,1,0,
coconut,0,1,0,
clouds,0,1,0,
clients,0,1,0,
clearly,0,0,1,
cijfer,0,1,0,
christian,0,1,0,
chop,0,1,0,
chip,0,1,0,
china,0,1,0,
checking,0,1,0,
chair,0,1,0,
centro,0,1,0,
cantik,0,1,0,
candle,0,1,0,
cancelled,1,0,0,
camera360,0,1,0,
calling,0,1,0,
butter,0,1,0,
bug,0,1,0,
brighten,0,0,1,
brain,0,1,0,
bowling,0,1,0,
bora,0,1,0,
board,0,1,0,
bo,0,1,0,
bitcoin,0,1,0,
bestest,0,1,0,
bell,0,1,0,
belated,0,1,0,
beers,0,1,0,
beans,0,1,0,
bang,0,1,0,
baking,0,1,0,
baked,0,1,0,
bags,0,1,0,
babes,0,1,0,
b4,0,1,0,
awe,0,1,0,
available,0,1,0,
aun,0,1,0,
asking,0,1,0,
army,0,1,0,
animals,0,1,0,
amount,0,1,0,
ama,0,1,0,
aja,0,1,0,
aint,0,1,0,
ainda,0,1,0,
ahhhh,0,1,0,
ahhh,0,1,0,
against,0,1,0,
afraid,0,1,0,
added,0,1,0,
actual,0,1,0,
accepted,0,0,1,
\uff61,0,1,0,
\uff40,0,1,0,
\uff0f,0,1,0,
\ue418,0,1,0,
\ue415,0,1,0,
\ue107,0,1,0,
\ue00e,0,1,0,
\ud83d\ude4d,0,1,0,
\ud83d\udc99,0,1,0,
\ud83d\udc94,0,1,0,
\ud83c\udf88,0,1,0,
\ud83c\udf84,0,1,0,
\u3164\u3164\u3164\u3164\u3164\u3164\u3164\u3164\u3164\u3164\u3164\u3164\u3164\u3164\u3164\u3164,0,1,0,
\u2757,0,1,0,
\u274c,0,1,0,
\u2192,0,1,0,
\u20e3,0,1,0,
\u20ac,0,1,0,
\u200b,0,1,0,
\u0e1f,0,1,0,
\u0940,0,1,0,
\u0639\u0644\u0649,0,1,0,
\u0444\u043e\u0442\u043e,0,1,0,
\u0442\u0435\u043f\u0435\u0440\u044c,0,1,0,
\u043d\u0443,0,1,0,
\u043b\u044e\u0431\u043b\u044e,0,1,0,
\u043b\u044e\u0431\u0438\u043c\u044b\u0439,0,1,0,
\u043a\u0442\u043e,0,1,0,
\u0432\u0435\u0447\u0435\u0440,0,1,0,
\u00b7,0,1,0,
Noooo,0,1,0,
@yediguzeladamtv,0,1,0,
@starbucks,0,1,0,
@kellykaye69,0,1,0,
@barackobama,0,1,0,
@ambercarrington,0,1,0,
@abracco,0,1,0,
@9gag,0,1,0,
90,0,1,0,
60,0,1,0,
28,0,1,0,
26,0,1,0,
#yeg,0,1,0,
#wrong,1,0,0,
#wise,0,0,1,
#wings,0,1,0,
#wicked,1,0,0,
#whyme,0,1,0,
#whitby,0,1,0,
#wcw,0,1,0,
#was,0,1,0,
#voyage,0,1,0,
#visit,0,1,0,
#vine,0,1,0,
#victoriassecret,0,1,0,
#verysad,0,1,0,
#unwell,0,1,0,
#umbrella,0,1,0,
#trickortreat,0,1,0,
#trex,0,1,0,
#tradition,0,1,0,
#toddler,0,1,0,
#tips,0,1,0,
#thought,0,1,0,
#thewanted,0,1,0,
#thestruggle,0,1,0,
#thankyoulord,0,1,0,
#tequiero,0,1,0,
#tall,0,1,0,
#table,0,1,0,
#swollen,0,1,0,
#sweetheart,0,0,1,
#sunbathing,0,1,0,
#subway,0,1,0,
#strawberries,0,1,0,
#store,0,1,0,
#spa,0,1,0,
#songs,0,1,0,
#songkran,0,1,0,
#solo,0,1,0,
#snapseed,0,1,0,
#siri,0,1,0,
#septum,0,1,0,
#science,0,1,0,
#saudade,0,1,0,
#satnite,0,1,0,
#sandwich,0,1,0,
#runners,0,1,0,
#ruined,1,0,0,
#rottweiler,0,1,0,
#robinwilliams,0,1,0,
#rico,0,1,0,
#ribbon,0,1,0,
#rejected,1,0,0,
#racism,1,0,0,
#racing,0,1,0,
#quiet,0,1,0,
#psychology,0,1,0,
#ps3,0,1,0,
#protein,0,1,0,
#pro,0,1,0,
#primo,0,1,0,
#prayforlea,0,1,0,
#prayersfornewtown,0,1,0,
#pr,0,1,0,
#poverty,1,0,0,
#poser,0,1,0,
#poop,0,1,0,
#poolparty,0,1,0,
#polo,0,1,0,
#pinup,0,1,0,
#pills,0,1,0,
#phrase,0,1,0,
#person,0,1,0,
#peach,0,1,0,
#pasta,0,1,0,
#pants,0,1,0,
#oneyear,0,1,0,
#onelove,0,1,0,
#oklahoma,0,1,0,
#novel,0,0,1,
#normal,0,1,0,
#nj,0,1,0,
#niver,0,1,0,
#nintendo,0,1,0,
#next,0,1,0,
#nascar,0,1,0,
#myson,0,1,0,
#myhouse,0,1,0,
#myday,0,1,0,
#muchlove,0,1,0,
#movienight,0,1,0,
#mother's,0,1,0,
#morocco,0,1,0,
#momma,0,1,0,
#metro,0,1,0,
#meet,0,1,0,
#meditation,0,1,0,
#math,0,1,0,
#market,0,1,0,
#manchester,0,1,0,
#mallorca,0,1,0,
#magazine,0,1,0,
#macbookpro,0,1,0,
#lunchtime,0,1,0,
#louis,0,1,0,
#losing,1,0,0,
#longboard,0,1,0,
#lml,0,1,0,
#littlethings,0,1,0,
#lip,0,1,0,
#line,0,1,0,
#likeforlikes,0,1,0,
#leafs,0,1,0,
#lateupload,0,1,0,
#lana,0,1,0,
#lakers,0,1,0,
#kinda,0,1,0,
#jo,0,1,0,
#jazz,0,1,0,
#irish,0,1,0,
#internet,0,1,0,
#instgram,0,1,0,
#instaworld,0,1,0,
#instamusic,0,1,0,
#instagrammer,0,1,0,
#instagirls,0,1,0,
#instafriend,0,1,0,
#independent,0,1,0,
#igsg,0,1,0,
#hurting,1,0,0,
#hours,0,1,0,
#homo,0,1,0,
#hometime,0,1,0,
#homecoming,0,1,0,
#homealone,0,1,0,
#highlights,0,1,0,
#headphones,0,1,0,
#happymonday,0,1,0,
#happymoments,0,1,0,
#hanukkah,0,1,0,
#halo,0,1,0,
#halamadrid,0,1,0,
#grownup,0,1,0,
#grow,0,1,0,
#graduate,0,1,0,
#gonna,0,1,0,
#goaway,0,1,0,
#gm,0,1,0,
#gleek,0,1,0,
#girlsnight,0,1,0,
#getwellsoon,0,1,0,
#gathering,0,1,0,
#gameofthrones,0,1,0,
#futbol,0,1,0,
#fuckyeah,0,1,0,
#fucking,0,1,0,
#fuckedup,0,1,0,
#fruits,0,1,0,
#frog,0,1,0,
#freezing,1,0,0,
#freak,1,0,0,
#four,0,1,0,
#foot,0,1,0,
#foodgasm,0,1,0,
#florence,0,1,0,
#floor,0,1,0,
#finished,0,1,0,
#finger,0,1,0,
#finale,0,1,0,
#filter,0,1,0,
#fighting,1,0,0,
#feliznavidad,0,1,0,
#fave,0,0,1,
#fambam,0,1,0,
#failed,1,0,0,
#eyeliner,0,1,0,
#eyebrows,0,1,0,
#endofanera,0,1,0,
#el,0,1,0,
#easy,0,0,1,
#drug,0,1,0,
#drawings,0,1,0,
#drake,0,1,0,
#double,0,1,0,
#dogstagram,0,1,0,
#doggie,0,1,0,
#directioners,0,1,0,
#digital,0,1,0,
#died,1,0,0,
#detroit,0,1,0,
#denmark,0,1,0,
#dedication,0,1,0,
#decorations,0,1,0,
#day2,0,1,0,
#dallas,0,1,0,
#dachshund,0,1,0,
#cutest,0,0,1,
#cutebaby,0,1,0,
#cu,0,1,0,
#creativity,0,0,1,
#congratulations,0,0,1,
#congratulation,0,0,1,
#competition,0,1,0,
#coming,0,1,0,
#comics,0,1,0,
#coffe,0,1,0,
#coconut,0,1,0,
#close,0,1,0,
#cleaneating,0,1,0,
#christmastime,0,1,0,
#chilly,0,1,0,
#cheesecake,0,1,0,
#cheerup,0,1,0,
#cheap,0,1,0,
#chat,0,1,0,
#character,0,1,0,
#ceremony,0,1,0,
#centralpark,0,1,0,
#cena,0,1,0,
#cebu,0,1,0,
#casino,0,1,0,
#cansado,0,1,0,
#candycrush,0,1,0,
#cage,0,1,0,
#busted,0,1,0,
#burrito,0,1,0,
#british,0,1,0,
#bostonmarathon,0,1,0,
#bogota,0,1,0,
#bob,0,1,0,
#blurry,1,0,0,
#birthdayparty,0,1,0,
#birmingham,0,1,0,
#bigsmile,0,1,0,
#biggirl,0,1,0,
#bigeyes,0,1,0,
#beloved,0,0,1,
#been,0,1,0,
#bebe,0,1,0,
#beatles,0,1,0,
#beanie,0,1,0,
#bbf,0,1,0,
#barranquilla,0,1,0,
#bags,0,1,0,
#backhome,0,1,0,
#awareness,0,1,0,
#asianboy,0,1,0,
#arizona,0,1,0,
#aloha,0,1,0,
#allstar,0,1,0,
#alhamdulillah,0,1,0,
#adventures,0,0,1,
#adopt,0,0,1,
#acrylic,0,1,0,
#about,0,1,0,
#\uc288\uac00\uc0dd\uc77c\u314a\u314b,0,1,0,
#\u043c\u043e\u0441\u043a\u0432\u0430,0,1,0,
#4thofjuly,0,1,0,
#2011,0,1,0,
#16,0,1,0,
##realmadrid,0,1,0,
zone,0,1,0,
zayn,0,1,0,
younger,0,1,0,
yey,0,1,0,
ye,0,1,0,
yan,0,1,0,
xo,0,1,0,
written,0,1,0,
woop,0,1,0,
wisdom,0,0,1,
whoever,0,1,0,
whilst,0,1,0,
whats,0,1,0,
wendy,0,1,0,
wars,1,0,0,
vita,0,1,0,
verdad,0,1,0,
veo,0,1,0,
venha,0,1,0,
vedic,0,1,0,
vas,0,1,0,
vanilla,0,1,0,
vandaag,0,1,0,
vale,0,1,0,
uh,0,1,0,
twins,0,1,0,
tummy,0,1,0,
trending,0,1,0,
traffic,0,1,0,
tr\u00e8s,0,1,0,
tp,0,1,0,
toronto,0,1,0,
tornado,0,1,0,
tight,0,1,0,
thomas,0,1,0,
thinks,0,1,0,
theres,0,1,0,
ten,0,1,0,
temple,0,1,0,
tape,0,1,0,
tao,0,1,0,
taller,0,1,0,
talked,0,1,0,
sya,0,1,0,
swiss,0,1,0,
supporting,0,0,1,
sundays,0,1,0,
sub,0,1,0,
stock,0,1,0,
sticker,0,1,0,
sporting,0,1,0,
spoon,0,1,0,
speechless,0,1,0,
sore,1,0,0,
snowing,0,1,0,
snapchat,0,1,0,
smoking,0,1,0,
smoke,0,1,0,
smdh,0,1,0,
sma,0,1,0,
skies,0,1,0,
siri,0,1,0,
signed,0,1,0,
shock,1,0,0,
shave,0,1,0,
shared,0,0,1,
sentir,0,1,0,
seguimos,0,1,0,
seasonal,0,1,0,
sayang,0,1,0,
sarap,0,1,0,
santo,0,1,0,
sales,0,1,0,
s\u00faper,0,1,0,
role,0,1,0,
robert,0,1,0,
rides,0,1,0,
rich,0,0,1,
return,0,1,0,
response,0,1,0,
replaced,0,1,0,
reminded,0,1,0,
recuerdos,0,1,0,
receive,0,1,0,
realised,0,1,0,
raya,0,1,0,
rakshabandhan,0,1,0,
rakhi,0,1,0,
rained,0,1,0,
rachel,0,1,0,
quieres,0,1,0,
questo,0,1,0,
purnima,0,1,0,
pups,0,1,0,
primos,0,1,0,
primo,0,1,0,
primera,0,1,0,
primeira,0,1,0,
pr,0,1,0,
posts,0,1,0,
pooch,0,1,0,
pode,0,1,0,
pix,0,1,0,
pissed,1,0,0,
pig,0,1,0,
picnic,0,1,0,
piano,0,1,0,
pets,0,1,0,
pessoa,0,1,0,
personal,0,1,0,
period,0,1,0,
pc,0,1,0,
passing,0,1,0,
partner,0,1,0,
parece,0,1,0,
parade,0,1,0,
papi,0,1,0,
pap\u00e1,0,1,0,
pancake,0,1,0,
palm,0,1,0,
palace,0,1,0,
padre,0,1,0,
oscar,0,1,0,
ora,0,1,0,
omggg,0,1,0,
older,0,1,0,
ojos,0,1,0,
ohh,0,1,0,
obsession,1,0,0,
nya,0,1,0,
niall,0,1,0,
ni\u00f1as,0,1,0,
newest,0,1,0,
necklace,0,1,0,
nashville,0,1,0,
namin,0,1,0,
mums,0,1,0,
mornin,0,1,0,
monica,0,1,0,
mirror,0,1,0,
meee,0,1,0,
mc,0,1,0,
maths,0,1,0,
math,0,1,0,
martin,0,1,0,
maravilhosa,0,1,0,
manos,0,1,0,
mano,0,1,0,
manchester,0,1,0,
manager,0,1,0,
mana,0,1,0,
male,0,1,0,
maar,0,1,0,
m'a,0,1,0,
lying,1,0,0,
lower,1,0,0,
lovers,0,0,1,
lookin,0,1,0,
log,0,1,0,
lng,0,1,0,
lit,0,1,0,
leopard,0,1,0,
leo,0,1,0,
lennon,0,1,0,
lay,0,1,0,
korea,0,1,0,
kicks,0,1,0,
kak,0,1,0,
justice,0,0,1,
junto,0,1,0,
junior,0,1,0,
jours,0,1,0,
jeje,0,1,0,
jan,0,1,0,
jakarta,0,1,0,
it'll,0,1,0,
ireland,0,1,0,
ios,0,1,0,
interesting,0,0,1,
innocent,0,0,1,
idiot,1,0,0,
homes,0,1,0,
holi,0,1,0,
hoffman,0,1,0,
hills,0,1,0,
hiding,1,0,0,
hice,0,1,0,
hes,0,1,0,
hearing,0,1,0,
headphones,0,1,0,
hats,0,1,0,
hating,1,0,0,
hahahahahaha,0,1,0,
gw,0,1,0,
grew,0,1,0,
grave,1,0,0,
grandpa,0,1,0,
grandes,0,1,0,
grandad,0,1,0,
gosh,0,1,0,
golf,0,1,0,
goals,0,1,0,
gm,0,1,0,
glossy,0,1,0,
gd,0,1,0,
galera,0,1,0,
g\u00fczel,0,1,0,
freshman,0,1,0,
freezing,1,0,0,
forma,0,1,0,
forest,0,1,0,
focus,0,1,0,
festa,0,1,0,
fest,0,1,0,
fella,0,1,0,
feed,0,1,0,
favor,0,0,1,
